district_id,total_employment,total_wage_value,total_exposure_value,mean_automatability,State_UT_Code,District_Code,urban_pct,iceberg_index,surface_index,tech_employment,surprise_index,urban_iceberg_index,urban_employment,rural_iceberg_index,rural_employment,industry_hhi,concentration_tier,top_industry_nic,top_industry_share_pct,State_Name,District_Name
01_21,523534378,41222956807766.41,20242000036844.336,36.38532662317061,1,21,36.67100130039012,49.1,49.4,2489524.0,-0.3,35.39,272717553.0,55.77,250816825.0,953.0,distributed,47,17.0,JAMMU & KASHMIR,Jammu
01_22,116205901,10755751564935.959,4286109202396.494,36.28181278211614,1,22,67.96875,39.85,68.05,478200.0,-28.2,38.41,101317338.0,51.39,14888563.0,1380.0,distributed,84,29.3,JAMMU & KASHMIR,Samba
02_01,232922394,5903872921077.357,2607067409226.618,31.504861045446056,2,1,96.88385269121812,44.16,0.0,,44.16,44.45,229320432.0,28.93,3601962.0,1561.0,moderate,85,32.6,HIMACHAL PRADESH,Chamba
02_02,537477952,18794267181921.65,8357494248366.058,30.791199870584343,2,2,91.06060606060606,44.47,45.92,472625.0,-1.45,42.06,508302412.0,62.99,29175540.0,1070.0,distributed,85,24.8,HIMACHAL PRADESH,Kangra
02_03,15527025,749051807563.5333,238278765809.76633,18.898978500745926,2,3,100.0,31.81,0.0,,31.81,31.81,15527025.0,,,2775.0,concentrated,85,34.7,HIMACHAL PRADESH,Lahul & Spiti
02_04,179998761,6163814222556.593,1832054012681.15,21.969043851338064,2,4,88.671875,29.72,0.0,,29.72,22.85,159074709.0,51.66,20924052.0,1331.0,distributed,47,20.0,HIMACHAL PRADESH,Kullu
02_05,396892005,14802088613364.36,7123100678653.57,27.67737908413037,2,5,93.07692307692308,48.12,0.0,,48.12,44.79,382001929.0,70.67,14890076.0,2532.0,concentrated,85,46.5,HIMACHAL PRADESH,Mandi
02_06,170660602,5936074761148.627,2982595535213.0815,37.8869497099644,2,6,85.64356435643565,50.25,0.0,,50.25,39.61,155149291.0,68.5,15511311.0,1309.0,distributed,85,27.3,HIMACHAL PRADESH,Hamirpur
02_07,120932136,3963103771665.8613,1725027959116.175,32.8841340071456,2,7,100.0,43.53,0.0,,43.53,43.53,120932136.0,,,1724.0,moderate,64,35.7,HIMACHAL PRADESH,Una
02_08,94949706,2907393536823.4336,1278815343527.264,35.35141227000352,2,8,100.0,43.98,0.0,,43.98,43.98,94949706.0,,,2722.0,concentrated,85,40.7,HIMACHAL PRADESH,Bilaspur
02_09,356143672,19945438182820.918,7316663183552.944,26.831608419776543,2,9,63.1578947368421,36.68,0.0,,36.68,36.92,249541902.0,36.29,106601770.0,517.0,distributed,47,10.9,HIMACHAL PRADESH,Solan
02_10,180339695,9834136564049.768,4216592811711.637,26.15881216123425,2,10,79.64601769911505,42.88,0.0,,42.88,27.31,142294827.0,59.22,38044868.0,1638.0,moderate,85,36.4,HIMACHAL PRADESH,Sirmaur
02_11,320630804,33142196682080.016,15935338031155.863,28.272078591202796,2,11,78.82352941176471,48.08,58.61,2704371.0,-10.53,38.75,262049470.0,67.02,58581334.0,2018.0,moderate,85,40.3,HIMACHAL PRADESH,Shimla
02_12,20002647,1954159369791.3032,907765115446.5493,23.487641431624084,2,12,100.0,46.45,0.0,,46.45,46.45,20002647.0,,,3930.0,concentrated,85,49.2,HIMACHAL PRADESH,Kinnaur
03_01,472853809,26999623612840.285,8759593111383.43,29.77331222633128,3,1,74.15254237288136,32.44,0.0,,32.44,27.73,405341047.0,51.75,67512762.0,1059.0,distributed,84,20.5,PUNJAB,Gurdaspur
03_02,137247235,16900481151612.764,9364625259919.924,41.59677680109442,3,2,29.11392405063291,55.41,68.05,3279529.0,-12.64,51.18,57071107.0,59.48,80176128.0,2362.0,moderate,35,40.8,PUNJAB,Kapurthala
03_03,791632871,48599328169328.36,22021834372519.87,36.08320013092543,3,3,27.090909090909093,45.31,63.24,5934107.0,-17.93,35.08,337137520.0,50.45,454495351.0,761.0,distributed,47,20.4,PUNJAB,Jalandhar
03_04,479802405,25989173594878.32,9081525076847.393,29.520480509298327,3,4,73.70689655172413,34.94,63.28,4595136.0,-28.34,31.19,418479670.0,47.73,61322735.0,766.0,distributed,35,15.7,PUNJAB,Hoshiarpur
03_05,243853473,10236279297850.562,3981764768863.284,30.99497804557615,3,5,79.84496124031007,38.9,0.0,,38.9,34.4,222960071.0,59.02,20893402.0,1594.0,moderate,64,30.6,PUNJAB,Shahid Bhagat Singh Nagar
03_06,169332054,7947808229522.633,3196160019856.232,29.995359903779516,3,6,67.3076923076923,40.21,0.0,,40.21,35.22,124822269.0,50.24,44509785.0,1816.0,moderate,47,33.3,PUNJAB,Fatehgarh Sahib
03_07,1120781088,67997851872630.39,23032693960475.996,32.406142858653546,3,7,31.436699857752487,33.87,67.44,1077254.0,-33.57,23.08,470720695.0,40.89,650060393.0,796.0,distributed,85,16.8,PUNJAB,Ludhiana
03_08,251823161,12593678919927.428,3262251230605.326,25.783460874266,3,8,82.3943661971831,25.9,0.0,,25.9,24.85,226613628.0,33.29,25209533.0,1177.0,distributed,47,24.8,PUNJAB,Moga
03_09,261753887,15302446311130.166,6757706401018.631,34.10194708200413,3,9,52.90697674418605,44.16,68.05,1194204.0,-23.89,30.19,166185647.0,60.82,95568240.0,1060.0,distributed,85,21.5,PUNJAB,Firozpur
03_10,140770086,9314980754234.473,3386286111127.761,33.282761548600604,3,10,52.13675213675214,36.35,0.0,,36.35,22.4,88297994.0,50.15,52472092.0,1334.0,distributed,47,29.0,PUNJAB,Muktsar
03_11,92030040,4124647845718.7295,1254948376723.7927,24.576884877830537,3,11,64.93506493506493,30.43,0.0,,30.43,30.59,71886771.0,29.55,20143269.0,3451.0,concentrated,47,56.0,PUNJAB,Faridkot
03_12,457179222,33949566972044.066,11805598490056.0,29.50056895825497,3,12,51.204819277108435,34.77,0.0,,34.77,23.59,284868176.0,47.77,172311046.0,965.0,distributed,85,18.4,PUNJAB,Bathinda
03_13,188443628,12171333639047.732,3865104645010.339,31.156896752831138,3,13,42.675159235668794,31.76,0.0,,31.76,17.23,96413480.0,47.55,92030148.0,1020.0,distributed,84,17.5,PUNJAB,Mansa
03_14,334167307,19925943064792.344,9325298887906.703,37.61228672000753,3,14,26.53061224489796,46.8,0.0,,46.8,32.23,119277374.0,52.07,214889933.0,738.0,distributed,47,15.2,PUNJAB,Patiala
03_15,499378347,27677032710266.484,12645095201611.709,32.51568202829242,3,15,40.30769230769231,45.69,0.0,,45.69,32.59,253654992.0,55.3,245723355.0,1099.0,distributed,47,23.8,PUNJAB,Amritsar
03_16,271681826,12184968357861.283,4200457610045.368,27.353878652413137,3,16,91.54929577464789,34.47,0.0,,34.47,28.69,257902366.0,70.8,13779460.0,1612.0,moderate,85,33.8,PUNJAB,Tarn Taran
03_17,168907501,9974682659384.08,3295209099624.9136,32.481997804584466,3,17,62.616822429906534,33.04,0.0,,33.04,33.42,140268215.0,31.14,28639286.0,1791.0,moderate,84,32.3,PUNJAB,Rupnagar
03_18,471935237,34625660407479.19,17560749687739.5,38.706228142274526,3,18,22.30769230769231,50.72,67.8,2036236.0,-17.08,56.04,137074914.0,48.9,334860323.0,780.0,distributed,85,20.5,PUNJAB,Sahibzada Ajit Singh Nagar
03_19,714605330,35627893974478.414,10403294932944.477,26.128649700882175,3,19,80.0,29.2,0.0,,29.2,24.68,617047525.0,44.63,97557805.0,1122.0,distributed,47,24.0,PUNJAB,Sangrur
03_20,246731650,10397034798737.873,3460709195975.372,27.417841231398175,3,20,66.44295302013423,33.29,45.92,933748.0,-12.63,33.18,187829464.0,33.69,58902186.0,802.0,distributed,85,15.3,PUNJAB,Barnala
03_21,191731206,14701319296340.533,7582516067521.605,35.03863981706485,3,21,59.55056179775281,51.58,0.0,,51.58,42.6,130270536.0,62.13,61460670.0,1358.0,distributed,26,25.6,PUNJAB,Pathankot
03_22,565768876,22852950158045.266,8204587711926.102,28.407074122008382,3,22,68.28644501278772,35.9,0.0,,35.9,31.64,469851496.0,53.01,95917380.0,1614.0,moderate,85,32.9,PUNJAB,Fazilka
04_01,372236743,45595240226782.68,25729552737066.785,43.85497672665802,4,1,0.0,56.43,63.47,15065524.0,-7.04,,,56.43,372236743.0,655.0,distributed,84,14.2,CHANDIGARH,Chandigarh
05_01,110142780,4682722607184.436,1508800318387.9905,26.488332014121927,5,1,87.20930232558139,32.22,0.0,,32.22,28.81,102225407.0,53.79,7917373.0,1944.0,moderate,85,35.8,UTTARAKHAND,Uttarkashi
05_02,75554772,3648837298871.5,1380493204710.9285,30.062441435554597,5,2,71.62162162162163,37.83,0.0,,37.83,36.39,62737717.0,42.7,12817055.0,2003.0,moderate,85,40.3,UTTARAKHAND,Chamoli
05_03,27110118,1283724063966.0,319616119282.4875,26.292345984494087,5,3,100.0,24.9,0.0,,24.9,24.9,27110118.0,,,3809.0,concentrated,43,51.9,UTTARAKHAND,Rudraprayag
05_04,183147180,9584416552715.447,4015353500104.1694,37.419641776895226,5,4,66.87116564417178,41.89,0.0,,41.89,33.63,155955456.0,60.32,27191724.0,1118.0,distributed,85,22.4,UTTARAKHAND,Tehri Garhwal
05_05,630342656,42064492355574.95,20585971927539.176,36.56015626258883,5,5,47.58497316636851,48.94,67.93,10124170.0,-18.99,45.16,433296786.0,53.33,197045870.0,526.0,distributed,47,10.6,UTTARAKHAND,Dehradun
05_06,142618108,6406073850127.333,2884100219785.8833,36.824568002873484,5,6,73.21428571428571,45.02,68.05,888460.0,-23.03,42.96,130800466.0,54.4,11817642.0,1475.0,distributed,47,29.6,UTTARAKHAND,Garhwal
05_07,154317861,5443904168418.521,2337617320249.839,34.62847022158376,5,7,75.67567567567568,42.94,0.0,,42.94,36.56,134580499.0,53.93,19737362.0,1042.0,distributed,15,21.5,UTTARAKHAND,Pithoragarh
05_08,168365427,6185680361831.172,2126331165599.1782,22.947710220975786,5,8,100.0,34.38,0.0,,34.38,34.38,168365427.0,,,1431.0,distributed,86,26.9,UTTARAKHAND,Bageshwar
05_09,74055045,3958496207089.1333,1540870039013.7012,29.23768316401399,5,9,87.09677419354838,38.93,0.0,,38.93,28.21,66988278.0,65.0,7066767.0,2482.0,moderate,85,46.1,UTTARAKHAND,Almora
05_10,51802228,1586641470761.55,302244181857.355,18.37520728726611,5,10,100.0,19.05,0.0,,19.05,19.05,51802228.0,,,2135.0,moderate,24,28.5,UTTARAKHAND,Champawat
05_11,225720135,14152365905383.904,5249550176973.624,33.428554274355065,5,11,41.90871369294606,37.09,58.73,1780289.0,-21.64,27.89,141717503.0,49.98,84002632.0,873.0,distributed,85,21.5,UTTARAKHAND,Nainital
05_12,536876516,20073477972336.777,7302522408517.339,28.127997347689078,5,12,73.26968973747017,36.38,58.73,5585870.0,-22.35,34.33,458502687.0,44.38,78373829.0,1130.0,distributed,85,25.4,UTTARAKHAND,Udham Singh Nagar
05_13,502720359,32757120632760.637,13243999693752.338,35.25893344201491,5,13,39.63210702341137,40.43,65.98,9400366.0,-25.55,27.91,289537851.0,51.7,213182508.0,827.0,distributed,47,23.3,UTTARAKHAND,Hardwar
06_01,141855502,18672780118381.4,11257654789411.629,37.750432371715505,6,1,39.705882352941174,60.29,67.79,5054844.0,-7.5,20.7,57947845.0,67.9,83907657.0,1511.0,moderate,62,25.2,HARYANA,Panchkula
06_02,317783771,15644440404881.629,5789231384664.391,27.210823204409657,6,2,59.2814371257485,37.01,58.73,563570.0,-21.72,25.88,204637107.0,45.01,113146664.0,1047.0,distributed,85,18.6,HARYANA,Ambala
06_03,382366342,24203433845891.332,10213768709247.264,32.49235808585079,6,3,60.30927835051546,42.2,62.99,2226411.0,-20.79,40.62,267030379.0,44.71,115335963.0,1086.0,distributed,46,26.5,HARYANA,Yamunanagar
06_04,203577107,18007467206829.016,9384762059158.434,34.092573085372194,6,4,69.66292134831461,52.12,68.05,7269936.0,-15.93,30.15,140879261.0,74.28,62697846.0,3876.0,concentrated,85,61.1,HARYANA,Kurukshetra
06_05,294452728,16204021360596.275,5412858674367.55,26.480939562453973,6,5,58.12500000000001,33.4,58.73,800806.0,-25.33,24.93,200418548.0,46.69,94034180.0,1116.0,distributed,47,19.0,HARYANA,Kaithal
06_06,531159748,31491214491136.35,13425252721866.777,29.457704041103668,6,6,76.5432098765432,42.63,67.76,2782174.0,-25.13,38.83,437160645.0,54.94,93999103.0,690.0,distributed,84,13.9,HARYANA,Karnal
06_07,502533751,32377765384035.688,14860169297589.658,33.442574379093394,6,7,57.08502024291497,45.9,68.05,2530882.0,-22.15,38.64,336979026.0,53.84,165554725.0,899.0,distributed,85,16.9,HARYANA,Panipat
06_08,804966140,42867266831650.95,16194733472224.479,30.085949030513135,6,8,66.88963210702342,37.78,0.0,,37.78,31.5,601456774.0,49.19,203509366.0,807.0,distributed,46,17.7,HARYANA,Sonipat
06_09,746381471,43225928020706.99,17360175970452.998,30.021891691326513,6,9,64.26666666666667,40.16,0.0,,40.16,33.64,538775739.0,50.32,207605732.0,1174.0,distributed,85,25.8,HARYANA,Jind
06_10,211637340,16183774225501.854,8357438947070.476,31.342498899083186,6,10,88.59649122807018,51.64,0.0,,51.64,51.75,201901621.0,49.02,9735719.0,1684.0,moderate,85,26.7,HARYANA,Fatehabad
06_11,369295534,18718139817939.28,5059609990176.781,25.079311623423802,6,11,75.25252525252525,27.03,0.0,,27.03,20.25,307371195.0,53.87,61924339.0,1354.0,distributed,11,24.0,HARYANA,Sirsa
06_12,641406033,39219096709551.086,18919343280668.51,32.51611260464824,6,12,55.13196480938416,48.24,0.0,,48.24,40.3,361128779.0,55.58,280277254.0,1059.0,distributed,85,19.7,HARYANA,Hisar
06_13,334773062,19620508116730.098,9281897462355.752,31.896460860266167,6,13,56.14035087719298,47.31,0.0,,47.31,43.36,239297532.0,55.93,95475530.0,1101.0,distributed,21,21.8,HARYANA,Bhiwani
06_14,229842631,16558586855447.215,7652991947413.352,33.206136687499374,6,14,28.440366972477065,46.22,0.0,,46.22,36.37,61455335.0,50.68,168387296.0,1076.0,distributed,84,19.9,HARYANA,Rohtak
06_15,181309041,13190250130821.9,4644984120187.041,29.34945531959492,6,15,50.505050505050505,35.22,68.05,159217.0,-32.83,33.92,116158352.0,37.26,65150689.0,1094.0,distributed,85,18.4,HARYANA,Jhajjar
06_16,152872539,9608963537143.6,2605916058099.006,24.012153650829237,6,16,86.66666666666667,27.12,0.0,,27.12,22.79,131496256.0,46.37,21376283.0,884.0,distributed,85,15.0,HARYANA,Mahendragarh
06_17,182884508,19276156951456.47,9118831190888.016,29.62966870014872,6,17,78.65168539325843,47.31,0.0,,47.31,41.64,150794585.0,64.26,32089923.0,1909.0,moderate,84,35.1,HARYANA,Rewari
06_18,607422387,118674643345653.33,70684764639919.19,43.60753404121271,6,18,7.308970099667775,59.56,68.05,119071888.0,-8.49,43.0,74106159.0,60.8,533316228.0,1486.0,distributed,62,35.2,HARYANA,Gurgaon
06_19,173438134,13984044956158.162,3894650631935.0005,26.905335101518943,6,19,82.10526315789474,27.85,0.0,,27.85,18.94,146295635.0,58.87,27142499.0,1402.0,distributed,15,27.7,HARYANA,Mewat
06_20,577453664,55652161465492.49,27063210815589.133,36.76972417181717,6,20,10.064935064935066,48.63,68.05,25437191.0,-19.42,20.19,115636316.0,51.96,461817348.0,668.0,distributed,62,15.6,HARYANA,Faridabad
06_21,384288986,23984679984678.17,9727434232050.648,31.400990758309348,6,21,48.4472049689441,40.56,0.0,,40.56,37.66,223706177.0,44.5,160582809.0,737.0,distributed,85,15.5,HARYANA,Palwal
06_22,160170922,9440677569165.322,3367969178406.3906,28.186902863462546,6,22,84.48275862068965,35.68,0.0,,35.68,18.5,142654948.0,75.63,17515974.0,2203.0,moderate,85,36.7,,
07_01,566661843,53002097445664.336,24683058948108.26,37.64405662773889,7,1,16.94915254237288,46.57,60.24,7275709.0,-13.67,52.24,46919737.0,46.04,519742106.0,831.0,distributed,47,20.6,DELHI,North West
07_02,125798766,18316032136029.55,11205798321323.418,52.205983538785595,7,2,0.0,61.18,66.81,4384500.0,-5.63,,,61.18,125798766.0,1039.0,distributed,46,19.1,DELHI,North
07_03,502953088,44174291437635.24,18996166076273.113,39.48700793222301,7,3,0.0,43.0,64.37,4970568.0,-21.37,,,43.0,502953088.0,893.0,distributed,47,20.1,DELHI,North East
07_04,573234473,48865697860882.87,21883076579676.664,40.85064570321155,7,4,0.0,44.78,60.05,7478550.0,-15.27,,,44.78,573234473.0,753.0,distributed,47,17.7,DELHI,East
07_05,30255853,6976363757470.0,4168266322322.534,65.11112730806607,7,5,0.0,59.75,0.0,,59.75,,,59.75,30255853.0,6182.0,concentrated,84,76.3,DELHI,New Delhi
07_06,7332270,1254251238509.4,849324049562.4767,64.51260908403765,7,6,0.0,67.72,0.0,,67.72,,,67.72,7332270.0,2886.0,concentrated,68,36.8,DELHI,Central
07_07,670400361,63089388908487.25,29606991132784.71,41.840830822275095,7,7,0.0,46.93,68.05,3974531.0,-21.12,,,46.93,670400361.0,941.0,distributed,47,21.1,DELHI,West
07_08,433628366,30409507311472.9,13249615240743.596,35.64944270998919,7,8,23.076923076923077,43.57,68.05,12049518.0,-24.48,25.95,34497050.0,44.2,399131316.0,734.0,distributed,64,15.4,DELHI,South West
07_09,277370650,29256543301584.914,14476416531623.852,44.47713932720694,7,9,0.0,49.48,57.33,10891463.0,-7.85,,,49.48,277370650.0,565.0,distributed,51,10.1,DELHI,South
07_10,44801719,4549795668981.583,2516926530755.954,45.16117039201251,7,10,21.875,55.32,68.05,3008064.0,-12.73,46.13,10409484.0,58.32,34392235.0,1607.0,moderate,84,22.1,,
07_11,51690639,3527817200555.0,1351165896474.746,37.22795529668294,7,11,0.0,38.3,0.0,,38.3,,,38.3,51690639.0,1594.0,moderate,47,29.6,,
08_01,889000167,40616673352768.195,16238759500363.55,30.53077780582951,8,1,69.92481203007519,39.98,0.0,,39.98,33.71,739618718.0,54.36,149381449.0,1029.0,distributed,64,16.8,RAJASTHAN,Ganganagar
08_02,738715784,37397687389418.22,8111580106479.246,22.99409810407314,8,2,78.77358490566037,21.69,0.0,,21.69,17.48,665460963.0,45.82,73254821.0,1375.0,distributed,11,30.8,RAJASTHAN,Hanumangarh
08_03,481191247,16909396784345.996,5477952450836.011,25.470873838376722,8,3,74.86910994764398,32.4,0.0,,32.4,22.98,385899658.0,54.79,95291589.0,1156.0,distributed,47,22.5,RAJASTHAN,Bikaner
08_04,657717414,22522155885160.7,8590997048199.642,28.475696188064912,8,4,57.37051792828686,38.14,0.0,,38.14,35.24,485676118.0,45.12,172041296.0,1012.0,distributed,85,16.4,RAJASTHAN,Churu
08_05,423073319,12471015149599.752,4391863650279.545,26.87908477086827,8,5,86.88524590163934,35.22,0.0,,35.22,35.53,393064294.0,30.59,30009025.0,1568.0,moderate,85,25.0,RAJASTHAN,Jhunjhunun
08_06,1599518454,60880501683289.07,20636855154420.44,25.873088837527792,8,6,75.91093117408907,33.9,58.73,6496758.0,-24.83,31.54,1291112257.0,40.62,308406197.0,797.0,distributed,47,15.8,RAJASTHAN,Alwar
08_07,691373323,35031749499570.23,14473995604898.326,28.63493693548135,8,7,69.26829268292683,41.32,0.0,,41.32,39.18,494083763.0,46.93,197289560.0,1269.0,distributed,23,20.6,RAJASTHAN,Bharatpur
08_08,567844400,20297827964446.332,7717203289880.506,29.54482952998627,8,8,79.0,38.02,0.0,,38.02,33.69,508811472.0,54.49,59032928.0,1427.0,distributed,85,31.2,RAJASTHAN,Dhaulpur
08_09,161494534,3266734037422.1665,800186448802.1743,25.973235694253884,8,9,58.730158730158735,24.49,0.0,,24.49,20.88,119355227.0,33.03,42139307.0,1126.0,distributed,85,18.7,RAJASTHAN,Karauli
08_10,359215360,16944693059221.768,4602594335914.09,24.66400099110845,8,10,82.64462809917356,27.16,0.0,,27.16,18.87,304275209.0,48.58,54940151.0,1524.0,moderate,11,24.5,RAJASTHAN,Sawai Madhopur
08_11,686331547,21806613297783.66,7681279507270.667,29.515653310671947,8,11,89.26829268292683,35.22,0.0,,35.22,34.94,644646246.0,38.32,41685301.0,1372.0,distributed,85,24.3,RAJASTHAN,Dausa
08_12,2273935374,170740919844459.94,85060307139295.16,35.85663495907546,8,12,36.206896551724135,49.82,67.78,21905768.0,-17.96,45.47,1073840525.0,52.52,1200094849.0,641.0,distributed,85,18.5,RAJASTHAN,Jaipur
08_13,747074350,30322626846385.965,10654577996868.49,28.59722753561975,8,13,68.08510638297872,35.14,0.0,,35.14,23.13,583968149.0,53.55,163106201.0,1102.0,distributed,85,25.6,RAJASTHAN,Sikar
08_14,1022400260,41385801810565.805,14121128077491.951,30.32890344775468,8,14,59.810874704491724,34.12,0.0,,34.12,29.94,777004937.0,42.57,245395323.0,825.0,distributed,84,19.5,RAJASTHAN,Nagaur
08_15,1491345126,74613476763894.23,29429316537891.336,31.820142749339432,8,15,58.727569331158236,39.44,58.53,2504583.0,-19.09,31.86,1133257400.0,51.46,358087726.0,723.0,distributed,47,19.3,RAJASTHAN,Jodhpur
08_16,97761209,6691029935183.238,2978243379872.0713,30.319993685666343,8,16,45.714285714285715,44.51,0.0,,44.51,29.85,50622284.0,50.75,47138925.0,1549.0,moderate,85,26.4,RAJASTHAN,Jaisalmer
08_17,784897264,26451741716245.8,8724261947297.025,23.878009188219586,8,17,94.58483754512635,32.98,0.0,,32.98,29.12,757863107.0,64.57,27034157.0,1799.0,moderate,15,26.6,RAJASTHAN,Barmer
08_18,665545614,22788308300803.906,6448101484957.859,25.11125697922176,8,18,80.59701492537313,28.3,0.0,,28.3,25.79,545146363.0,37.72,120399251.0,1599.0,moderate,15,32.7,RAJASTHAN,Jalor
08_19,380000120,8635560193964.118,2380663530781.9062,19.805231475216793,8,19,94.77611940298507,27.57,0.0,,27.57,26.51,366462044.0,38.93,13538076.0,1483.0,distributed,23,24.9,RAJASTHAN,Sirohi
08_20,613590433,29316589153838.516,12224328667353.576,30.497044997146023,8,20,61.57407407407407,41.7,68.05,2255843.0,-26.35,29.87,387729234.0,51.58,225861199.0,981.0,distributed,47,16.5,RAJASTHAN,Pali
08_21,867671747,37121377869581.99,16093013250164.342,32.75440309279646,8,21,42.7027027027027,43.35,58.73,4314892.0,-15.38,34.02,526253664.0,48.89,341418083.0,740.0,distributed,23,13.9,RAJASTHAN,Ajmer
08_22,615372422,24266063503120.625,9572668292102.143,29.86324295884693,8,22,80.58252427184466,39.45,0.0,,39.45,37.58,569880624.0,48.51,45491798.0,1029.0,distributed,85,22.4,RAJASTHAN,Tonk
08_23,329368720,13396336884455.293,4291211937222.6113,26.27656888231709,8,23,42.608695652173914,32.03,0.0,,32.03,30.66,169445214.0,33.54,159923506.0,1087.0,distributed,84,16.4,RAJASTHAN,Bundi
08_24,602616775,19822086939467.836,6318928255640.97,29.90773214872834,8,24,58.63874345549738,31.88,0.0,,31.88,26.77,477576510.0,41.42,125040265.0,1139.0,distributed,85,26.2,RAJASTHAN,Bhilwara
08_25,370128987,10808359335921.904,3751663944915.1016,25.83364656221081,8,25,100.0,34.71,0.0,,34.71,34.71,370128987.0,,,2561.0,concentrated,47,47.9,RAJASTHAN,Rajsamand
08_26,550510071,19202772241276.81,9537288366131.299,29.381327676873745,8,26,83.09859154929578,49.67,0.0,,49.67,42.55,477624994.0,63.28,72885077.0,2204.0,moderate,85,43.4,RAJASTHAN,Dungarpur
08_27,707373468,19626359108273.777,7421137687465.954,23.839189721005905,8,27,100.0,37.81,0.0,,37.81,37.81,707373468.0,,,2850.0,concentrated,85,50.1,RAJASTHAN,Banswara
